"ID","AUCTION_DATE","BID_GROUP","num_bids"
90497377,2019-02-06,"automated",26
90497377,2019-02-06,"live",21
86496226,2019-01-30,"automated",30
22385478,2019-01-31,"automated",31
22385478,2019-01-31,"live",4
64591332,2019-02-08,"automated",45
64591332,2019-02-08,"live",15
11707920,2019-02-05,"automated",45
11707920,2019-02-05,"live",11
11406697,2019-02-01,"live",4
87707551,2019-01-30,"automated",11
87707551,2019-01-30,"live",1
59033461,2019-02-08,"automated",5
70941049,2019-01-21,"automated",26
83921711,2019-01-25,"automated",10
20934392,2019-02-04,"automated",82
20934392,2019-02-04,"live",10
19120385,2019-01-25,"automated",20
19120385,2019-01-25,"live",2
79030300,2019-02-08,"automated",36
79030300,2019-02-08,"live",10
44853974,2019-02-08,"automated",32
44853974,2019-02-08,"live",1
29692795,2019-01-22,"automated",5
29692795,2019-01-22,"live",12
85513348,2019-01-28,"automated",9
85513348,2019-01-28,"live",4
86241529,2019-01-23,"automated",18
86241529,2019-01-23,"live",12
84451783,2019-02-05,"automated",18
84451783,2019-02-05,"live",21
78708201,2019-01-22,"automated",21
78708201,2019-01-22,"live",3
58778279,2019-01-25,"live",24
58778279,2019-01-25,"automated",6
67743527,2019-01-25,"automated",8
81662843,2019-01-22,"automated",33
94518242,2019-02-01,"automated",14
94518242,2019-02-01,"live",2
52469901,2019-01-24,"automated",26
52469901,2019-01-24,"live",13
63924574,2019-01-23,"automated",32
63924574,2019-01-23,"live",6
47191087,2019-01-23,"automated",52
76298950,2019-01-28,"automated",30
76298950,2019-01-28,"live",4
93792494,2019-01-25,"automated",49
93792494,2019-01-25,"live",30
98366945,2019-01-24,"automated",6
98366945,2019-01-24,"live",5
17749754,2019-01-30,"automated",12
17749754,2019-01-30,"live",4
22355081,2019-01-17,"automated",1
22355081,2019-01-17,"live",11
59077478,2019-01-31,"automated",27
59077478,2019-01-31,"live",46
59113306,2019-02-01,"automated",9
59113306,2019-02-01,"live",10
15092065,2019-01-15,"automated",1
15092065,2019-01-15,"live",11
31081628,2019-02-04,"live",3
31081628,2019-02-04,"automated",10
17372665,2019-01-16,"automated",11
68000634,2019-01-15,"automated",2
68000634,2019-01-15,"live",24
88264572,2019-01-31,"automated",15
88264572,2019-01-31,"live",2
49889127,2019-01-31,"automated",40
49889127,2019-01-31,"live",7
16526236,2019-02-04,"automated",16
16526236,2019-02-04,"live",5
71526179,2019-02-05,"automated",37
10842315,2019-02-08,"automated",12
10842315,2019-02-08,"live",4
53188476,2019-02-07,"automated",30
53188476,2019-02-07,"live",11
10528057,2019-01-15,"automated",10
10528057,2019-01-15,"live",29
12614974,2019-01-21,"automated",51
23147692,2019-02-07,"live",1
47941821,2019-01-30,"automated",64
16816610,2019-02-08,"automated",23
16816610,2019-02-08,"live",17
16981933,2019-01-24,"automated",9
78551823,2019-01-25,"automated",24
21246113,2019-01-18,"automated",12
19343315,2019-01-14,"automated",28
19343315,2019-01-14,"live",1
90463597,2019-01-22,"automated",11
90463597,2019-01-22,"live",15
81439239,2019-01-24,"automated",34
81439239,2019-01-24,"live",8
31876224,2019-01-16,"live",6
31876224,2019-01-16,"automated",8
38362565,2019-02-06,"automated",25
38362565,2019-02-06,"live",11
68567577,2019-02-05,"automated",61
68567577,2019-02-05,"live",22
70580665,2019-01-23,"automated",8
70580665,2019-01-23,"live",3
68334731,2019-02-07,"live",11
68334731,2019-02-07,"automated",2
34962018,2019-01-31,"automated",1
34962018,2019-01-31,"live",8
69006693,2019-01-28,"automated",29
46695546,2019-01-31,"automated",1
46695546,2019-01-31,"live",19
58837204,2019-01-14,"automated",32
58837204,2019-01-14,"live",11
59693937,2019-02-01,"automated",12
59693937,2019-02-01,"live",10
89550676,2019-02-07,"automated",12
89550676,2019-02-07,"live",5
73896608,2019-01-31,"automated",24
71384748,2019-02-08,"automated",66
71384748,2019-02-08,"live",1
53288792,2019-02-04,"automated",49
53288792,2019-02-04,"live",11
18637236,2019-01-28,"automated",20
18637236,2019-01-28,"live",3
11704396,2019-02-05,"automated",28
11704396,2019-02-05,"live",15
28402557,2019-01-30,"automated",27
27305046,2019-02-06,"automated",11
27305046,2019-02-06,"live",17
66381947,2019-01-30,"live",9
66381947,2019-01-30,"automated",20
21624863,2019-01-24,"automated",13
21624863,2019-01-24,"live",50
52132072,2019-01-21,"automated",35
52132072,2019-01-21,"live",19
19692769,2019-01-22,"automated",26
19692769,2019-01-22,"live",21
62004499,2019-02-06,"automated",58
48710782,2019-01-29,"automated",54
48710782,2019-01-29,"live",14
12231397,2019-02-05,"automated",4
12231397,2019-02-05,"live",4
94723446,2019-02-05,"automated",11
84847291,2019-01-18,"automated",67
84847291,2019-01-18,"live",1
62790837,2019-02-06,"automated",17
62790837,2019-02-06,"live",13
27471621,2019-01-28,"automated",9
14095471,2019-01-16,"automated",7
14095471,2019-01-16,"live",6
19580572,2019-02-07,"automated",12
19580572,2019-02-07,"live",6
72506148,2019-01-23,"automated",13
72506148,2019-01-23,"live",31
32698574,2019-01-31,"automated",35
32698574,2019-01-31,"live",74
34326280,2019-02-04,"automated",74
53342146,2019-01-28,"automated",51
53342146,2019-01-28,"live",29
93480383,2019-01-30,"automated",16
93480383,2019-01-30,"live",8
83727254,2019-02-06,"automated",13
83727254,2019-02-06,"live",3
90733850,2019-01-24,"automated",52
90733850,2019-01-24,"live",6
83443450,2019-01-24,"automated",37
83443450,2019-01-24,"live",11
87226967,2019-02-07,"automated",1
17658682,2019-01-29,"automated",6
17658682,2019-01-29,"live",17
91385496,2019-02-07,"automated",31
91385496,2019-02-07,"live",2
52046683,2019-02-07,"automated",61
52046683,2019-02-07,"live",12
34556130,2019-01-29,"automated",6
69535791,2019-02-04,"automated",15
69535791,2019-02-04,"live",12
71171861,2019-02-01,"automated",19
71171861,2019-02-01,"live",3
61579081,2019-01-15,"automated",20
61579081,2019-01-15,"live",21
28364587,2019-02-08,"automated",16
80817998,2019-01-28,"automated",12
80817998,2019-01-28,"live",2
67455987,2019-02-07,"automated",51
19582053,2019-02-06,"live",14
19582053,2019-02-06,"automated",23
45160665,2019-01-30,"automated",24
45160665,2019-01-30,"live",15
71646635,2019-01-15,"automated",15
96150802,2019-01-28,"automated",30
96150802,2019-01-28,"live",3
43165793,2019-01-28,"automated",39
43165793,2019-01-28,"live",2
45964211,2019-02-04,"automated",8
45964211,2019-02-04,"live",19
54045435,2019-01-21,"live",5
54045435,2019-01-21,"automated",2
46051827,2019-02-07,"automated",9
46051827,2019-02-07,"live",6
27453408,2019-01-24,"automated",29
27453408,2019-01-24,"live",9
32846903,2019-01-25,"automated",2
32846903,2019-01-25,"live",3
49559191,2019-02-07,"automated",30
49559191,2019-02-07,"live",1
19390590,2019-01-22,"automated",16
19390590,2019-01-22,"live",2
33872217,2019-01-28,"automated",9
33872217,2019-01-28,"live",6
42333976,2019-01-22,"automated",11
25027793,2019-01-28,"automated",49
25027793,2019-01-28,"live",7
37449182,2019-02-04,"automated",22
37449182,2019-02-04,"live",1
37330331,2019-01-28,"automated",16
37330331,2019-01-28,"live",4
44008805,2019-02-07,"automated",18
44008805,2019-02-07,"live",2
47434901,2019-01-23,"automated",29
47434901,2019-01-23,"live",32
68065271,2019-01-31,"automated",90
68065271,2019-01-31,"live",12
93013541,2019-02-08,"automated",41
93013541,2019-02-08,"live",12
32530633,2019-01-23,"automated",47
32530633,2019-01-23,"live",6
51076081,2019-02-07,"automated",16
51076081,2019-02-07,"live",18
62665755,2019-01-29,"automated",25
32347332,2019-01-23,"automated",1
15288900,2019-02-04,"automated",20
15288900,2019-02-04,"live",4
10642200,2019-01-23,"automated",1
53839970,2019-02-04,"automated",35
53839970,2019-02-04,"live",28
62793881,2019-01-25,"automated",37
62793881,2019-01-25,"live",5
59259119,2019-02-08,"automated",18
59259119,2019-02-08,"live",22
62857690,2019-01-16,"live",12
62857690,2019-01-16,"automated",1
43898827,2019-01-23,"automated",40
43898827,2019-01-23,"live",10
17080435,2019-01-23,"automated",47
17080435,2019-01-23,"live",9
72714153,2019-01-30,"automated",25
72714153,2019-01-30,"live",8
72228365,2019-01-30,"automated",16
72228365,2019-01-30,"live",7
91865328,2019-01-29,"automated",9
91865328,2019-01-29,"live",22
68797451,2019-01-22,"automated",29
68797451,2019-01-22,"live",3
40749892,2019-01-15,"automated",43
40749892,2019-01-15,"live",22
21731567,2019-01-24,"automated",7
21731567,2019-01-24,"live",29
50625295,2019-01-21,"automated",53
50625295,2019-01-21,"live",1
39493653,2019-01-30,"automated",41
39493653,2019-01-30,"live",16
30427660,2019-02-08,"automated",16
30427660,2019-02-08,"live",30
63890884,2019-01-30,"live",16
63890884,2019-01-30,"automated",19
28527177,2019-02-01,"automated",22
83325369,2019-02-06,"automated",26
83325369,2019-02-06,"live",4
21638480,2019-02-04,"automated",8
21638480,2019-02-04,"live",1
69374795,2019-02-08,"automated",75
69374795,2019-02-08,"live",15
72012305,2019-02-06,"automated",29
72012305,2019-02-06,"live",7
92812932,2019-01-14,"automated",26
92812932,2019-01-14,"live",27
97273868,2019-01-23,"automated",11
97273868,2019-01-23,"live",12
73717955,2019-01-23,"automated",12
16312809,2019-01-28,"automated",37
16312809,2019-01-28,"live",16
61778183,2019-01-21,"automated",32
61778183,2019-01-21,"live",3
20326301,2019-01-14,"automated",21
20326301,2019-01-14,"live",1
92215112,2019-01-23,"automated",24
92215112,2019-01-23,"live",11
54477413,2019-01-18,"automated",28
54477413,2019-01-18,"live",6
14040535,2019-01-16,"automated",2
67739729,2019-01-23,"automated",33
67739729,2019-01-23,"live",12
20843304,2019-02-08,"automated",15
20843304,2019-02-08,"live",11
79149152,2019-01-25,"automated",22
79149152,2019-01-25,"live",4
74248159,2019-01-30,"automated",23
74248159,2019-01-30,"live",14
16340674,2019-02-06,"automated",37
16340674,2019-02-06,"live",13
83228292,2019-01-31,"automated",30
37990548,2019-01-30,"live",8
37990548,2019-01-30,"automated",5
60772105,2019-01-28,"automated",19
60772105,2019-01-28,"live",5
97519412,2019-01-28,"automated",61
97519412,2019-01-28,"live",28
77309921,2019-02-01,"automated",67
77309921,2019-02-01,"live",11
67555513,2019-02-05,"automated",1
67555513,2019-02-05,"live",12
20814914,2019-01-24,"automated",19
20814914,2019-01-24,"live",1
57450451,2019-01-15,"automated",8
57450451,2019-01-15,"live",10
14307161,2019-01-21,"automated",29
14307161,2019-01-21,"live",5
21607156,2019-02-04,"automated",28
10637187,2019-02-05,"live",1
74886063,2019-01-30,"automated",9
74886063,2019-01-30,"live",1
79311304,2019-02-06,"automated",50
79311304,2019-02-06,"live",6
14559054,2019-01-31,"automated",24
14559054,2019-01-31,"live",11
27436165,2019-01-18,"automated",44
27436165,2019-01-18,"live",16
62108651,2019-01-22,"automated",7
62108651,2019-01-22,"live",3
88551776,2019-02-07,"automated",3
88551776,2019-02-07,"live",28
33599327,2019-01-25,"automated",42
65824761,2019-01-18,"automated",24
65824761,2019-01-18,"live",32
50473018,2019-01-22,"live",3
50473018,2019-01-22,"automated",6
84785786,2019-02-05,"automated",19
84785786,2019-02-05,"live",21
89089048,2019-01-29,"automated",15
73039066,2019-01-28,"automated",27
88378857,2019-02-01,"automated",30
88378857,2019-02-01,"live",39
78429758,2019-02-08,"automated",11
78429758,2019-02-08,"live",6
44918814,2019-02-07,"automated",8
44918814,2019-02-07,"live",3
26959316,2019-02-05,"automated",22
26959316,2019-02-05,"live",18
42243722,2019-01-22,"automated",46
42243722,2019-01-22,"live",5
13806053,2019-01-17,"automated",3
29260167,2019-01-23,"automated",22
29260167,2019-01-23,"live",4
14540660,2019-01-29,"automated",58
14540660,2019-01-29,"live",5
24940877,2019-02-04,"automated",16
24940877,2019-02-04,"live",5
98413285,2019-01-21,"automated",23
98413285,2019-01-21,"live",26
34055167,2019-01-25,"automated",37
34055167,2019-01-25,"live",6
69941591,2019-01-22,"automated",30
69941591,2019-01-22,"live",2
92612466,2019-01-28,"automated",51
92612466,2019-01-28,"live",12
72350182,2019-01-28,"automated",26
72350182,2019-01-28,"live",5
69779430,2019-01-31,"automated",13
69779430,2019-01-31,"live",18
88686908,2019-01-29,"automated",27
88686908,2019-01-29,"live",22
54035905,2019-02-04,"automated",42
54035905,2019-02-04,"live",16
66274789,2019-02-04,"automated",52
66274789,2019-02-04,"live",28
86373834,2019-02-07,"automated",12
86373834,2019-02-07,"live",4
56479620,2019-01-25,"automated",12
56479620,2019-01-25,"live",1
77204112,2019-01-31,"automated",12
77204112,2019-01-31,"live",1
88272103,2019-01-11,"automated",38
88272103,2019-01-11,"live",11
40759105,2019-01-23,"automated",22
40759105,2019-01-23,"live",28
38735052,2019-01-31,"automated",34
38735052,2019-01-31,"live",15
27375225,2019-01-30,"automated",41
27375225,2019-01-30,"live",19
95693509,2019-02-01,"automated",40
95693509,2019-02-01,"live",19
28809974,2019-01-11,"automated",18
28809974,2019-01-11,"live",1
27018517,2019-01-28,"automated",26
86308246,2019-02-07,"automated",23
86308246,2019-02-07,"live",6
76034448,2019-01-29,"automated",15
58471079,2019-01-18,"automated",16
11339268,2019-02-05,"automated",40
11339268,2019-02-05,"live",18
63303334,2019-02-01,"automated",6
63303334,2019-02-01,"live",3
79248441,2019-02-06,"automated",19
79248441,2019-02-06,"live",12
64199767,2019-02-04,"automated",29
64199767,2019-02-04,"live",35
84194800,2019-01-24,"automated",15
84194800,2019-01-24,"live",1
20801285,2019-01-28,"automated",17
20801285,2019-01-28,"live",1
91395399,2019-01-22,"automated",23
91395399,2019-01-22,"live",5
41356187,2019-02-01,"automated",14
41356187,2019-02-01,"live",12
19799810,2019-02-05,"automated",13
19799810,2019-02-05,"live",6
24794890,2019-01-21,"automated",12
24794890,2019-01-21,"live",57
24392207,2019-02-06,"automated",71
24392207,2019-02-06,"live",18
25030229,2019-02-06,"automated",39
25030229,2019-02-06,"live",12
16706302,2019-01-21,"automated",53
16706302,2019-01-21,"live",1
17222190,2019-01-25,"automated",26
17222190,2019-01-25,"live",5
90625683,2019-01-24,"automated",54
90625683,2019-01-24,"live",1
90697651,2019-01-28,"automated",18
90697651,2019-01-28,"live",20
78980165,2019-02-06,"automated",23
78980165,2019-02-06,"live",23
13677578,2019-02-05,"automated",10
13677578,2019-02-05,"live",34
66367785,2019-01-28,"automated",53
66367785,2019-01-28,"live",5
72600855,2019-02-04,"automated",14
72600855,2019-02-04,"live",7
89369533,2019-02-08,"automated",21
89369533,2019-02-08,"live",8
95987886,2019-02-06,"automated",21
34263429,2019-01-25,"automated",26
34263429,2019-01-25,"live",39
62499343,2019-01-21,"automated",6
62499343,2019-01-21,"live",7
35791010,2019-02-08,"automated",24
17246838,2019-01-25,"automated",44
17246838,2019-01-25,"live",1
28611286,2019-01-31,"automated",47
28611286,2019-01-31,"live",7
66356247,2019-01-30,"automated",10
66356247,2019-01-30,"live",4
46789806,2019-01-25,"automated",47
46789806,2019-01-25,"live",6
18452547,2019-02-05,"automated",20
18452547,2019-02-05,"live",12
20920479,2019-01-28,"automated",58
20920479,2019-01-28,"live",28
37294987,2019-01-28,"automated",29
18893988,2019-02-04,"automated",26
18893988,2019-02-04,"live",8
50753544,2019-01-30,"automated",19
18516127,2019-02-08,"automated",38
18516127,2019-02-08,"live",14
76256033,2019-01-30,"automated",15
76256033,2019-01-30,"live",5
32420639,2019-02-06,"automated",31
32420639,2019-02-06,"live",2
24795745,2019-01-23,"automated",61
24795745,2019-01-23,"live",1
10573844,2019-01-16,"automated",37
10573844,2019-01-16,"live",37
37055035,2019-02-05,"automated",23
37055035,2019-02-05,"live",5
24692806,2019-02-05,"automated",62
72454727,2019-02-05,"automated",87
72454727,2019-02-05,"live",3
72879504,2019-01-22,"automated",56
72879504,2019-01-22,"live",1
24706322,2019-01-22,"automated",49
24706322,2019-01-22,"live",7
31145682,2019-02-05,"automated",24
31145682,2019-02-05,"live",8
92306361,2019-01-23,"automated",29
31166174,2019-02-08,"automated",12
31166174,2019-02-08,"live",13
83061840,2019-01-22,"automated",22
83061840,2019-01-22,"live",16
97248303,2019-01-31,"automated",30
97248303,2019-01-31,"live",12
97127307,2019-01-29,"automated",14
13290043,2019-02-01,"automated",8
13290043,2019-02-01,"live",15
73173213,2019-01-25,"automated",9
73173213,2019-01-25,"live",18
88053384,2019-01-17,"automated",19
75775642,2019-02-08,"automated",33
75775642,2019-02-08,"live",7
34414813,2019-01-28,"automated",17
34414813,2019-01-28,"live",3
85262414,2019-01-30,"automated",16
49583584,2019-01-22,"automated",44
49583584,2019-01-22,"live",1
58723016,2019-01-28,"automated",18
58723016,2019-01-28,"live",19
38656515,2019-01-31,"automated",16
38656515,2019-01-31,"live",19
64107387,2019-01-28,"automated",21
16047513,2019-02-05,"automated",57
16047513,2019-02-05,"live",5
62054333,2019-01-24,"automated",26
62054333,2019-01-24,"live",24
16020689,2019-02-05,"automated",17
16020689,2019-02-05,"live",1
74620999,2019-01-15,"automated",8
77545672,2019-01-18,"automated",40
77545672,2019-01-18,"live",29
69797948,2019-01-29,"automated",40
69797948,2019-01-29,"live",43
49838690,2019-02-04,"automated",4
49838690,2019-02-04,"live",33
85410889,2019-01-29,"automated",5
85410889,2019-01-29,"live",23
66454977,2019-02-01,"automated",21
66454977,2019-02-01,"live",15
69613014,2019-02-04,"automated",15
69613014,2019-02-04,"live",16
80697054,2019-01-22,"live",6
80697054,2019-01-22,"automated",24
88732501,2019-02-01,"automated",22
88732501,2019-02-01,"live",5
84284612,2019-01-21,"automated",31
84284612,2019-01-21,"live",3
32046665,2019-02-05,"automated",13
32046665,2019-02-05,"live",10
72605686,2019-02-04,"automated",48
72605686,2019-02-04,"live",12
43924151,2019-02-05,"automated",47
43924151,2019-02-05,"live",2
53789792,2019-02-04,"automated",54
53789792,2019-02-04,"live",18
67021090,2019-02-04,"automated",17
67021090,2019-02-04,"live",10
78429611,2019-01-17,"automated",19
59667572,2019-01-30,"automated",34
59667572,2019-01-30,"live",9
42395655,2019-01-31,"automated",21
42395655,2019-01-31,"live",47
32238359,2019-02-08,"automated",57
32238359,2019-02-08,"live",10
46129607,2019-02-01,"automated",35
46129607,2019-02-01,"live",13
58957305,2019-02-06,"automated",26
58957305,2019-02-06,"live",8
78885159,2019-01-24,"automated",38
78885159,2019-01-24,"live",12
61770907,2019-02-01,"automated",3
61770907,2019-02-01,"live",40
52608054,2019-01-25,"automated",25
52608054,2019-01-25,"live",8
33048756,2019-01-25,"automated",14
29401440,2019-01-29,"automated",51
29401440,2019-01-29,"live",7
12340172,2019-01-14,"live",6
12340172,2019-01-14,"automated",22
68585913,2019-01-28,"automated",18
68585913,2019-01-28,"live",1
15073678,2019-02-07,"automated",1
64405396,2019-01-22,"automated",43
64405396,2019-01-22,"live",1
16995219,2019-02-06,"automated",50
16995219,2019-02-06,"live",31
70922140,2019-02-06,"automated",13
70922140,2019-02-06,"live",3
67611464,2019-01-25,"automated",12
91297470,2019-01-14,"automated",32
91297470,2019-01-14,"live",31
24774033,2019-02-05,"automated",34
24774033,2019-02-05,"live",3
92576441,2019-01-30,"automated",19
92576441,2019-01-30,"live",4
52671698,2019-01-30,"live",2
52671698,2019-01-30,"automated",11
71806118,2019-02-07,"automated",34
71806118,2019-02-07,"live",1
95066963,2019-01-14,"automated",22
95066963,2019-01-14,"live",9
11683776,2019-02-08,"automated",17
11683776,2019-02-08,"live",6
63239425,2019-01-15,"automated",3
63239425,2019-01-15,"live",2
89588637,2019-01-28,"automated",34
89588637,2019-01-28,"live",3
51323552,2019-01-31,"automated",13
58165837,2019-02-01,"automated",9
33170635,2019-02-01,"automated",14
33170635,2019-02-01,"live",16
23231187,2019-01-24,"automated",27
73451796,2019-02-01,"automated",16
73451796,2019-02-01,"live",6
35083962,2019-02-05,"automated",12
35083962,2019-02-05,"live",10
16513957,2019-01-22,"automated",3
16513957,2019-01-22,"live",1
47739984,2019-01-21,"automated",26
47739984,2019-01-21,"live",15
52351870,2019-01-22,"automated",5
52351870,2019-01-22,"live",29
80888672,2019-01-29,"automated",8
80888672,2019-01-29,"live",7
16870833,2019-02-07,"automated",12
16870833,2019-02-07,"live",2
58361995,2019-01-28,"automated",37
58361995,2019-01-28,"live",37
37435712,2019-02-06,"live",9
37435712,2019-02-06,"automated",28
82257004,2019-01-22,"automated",37
82257004,2019-01-22,"live",6
56477532,2019-01-25,"automated",14
65565057,2019-01-22,"automated",12
65565057,2019-01-22,"live",18
76565213,2019-02-04,"automated",51
76565213,2019-02-04,"live",5
94791640,2019-01-25,"automated",27
92525237,2019-01-25,"automated",5
92525237,2019-01-25,"live",17
86432496,2019-02-08,"automated",28
86432496,2019-02-08,"live",5
55122614,2019-02-01,"automated",46
55122614,2019-02-01,"live",14
24660453,2019-02-05,"automated",15
24660453,2019-02-05,"live",1
70437916,2019-02-01,"automated",19
70437916,2019-02-01,"live",13
53997981,2019-01-25,"automated",43
53997981,2019-01-25,"live",24
41704166,2019-01-28,"automated",44
41704166,2019-01-28,"live",18
84280655,2019-01-14,"automated",37
84280655,2019-01-14,"live",37
94716504,2019-02-06,"automated",42
94716504,2019-02-06,"live",2
11877590,2019-02-07,"automated",33
11877590,2019-02-07,"live",3
97081042,2019-02-05,"automated",28
97081042,2019-02-05,"live",4
68703313,2019-02-08,"automated",1
25591254,2019-02-07,"automated",11
25591254,2019-02-07,"live",4
76812001,2019-01-25,"automated",14
76812001,2019-01-25,"live",7
80227822,2019-01-31,"automated",23
80227822,2019-01-31,"live",9
98388221,2019-01-11,"automated",16
98388221,2019-01-11,"live",5
37579510,2019-01-18,"automated",42
74480083,2019-01-29,"automated",34
74480083,2019-01-29,"live",19
40167818,2019-02-06,"live",33
40167818,2019-02-06,"automated",6
16204263,2019-01-29,"live",16
16204263,2019-01-29,"automated",8
95808053,2019-02-01,"automated",41
95808053,2019-02-01,"live",23
48529299,2019-01-18,"automated",45
48529299,2019-01-18,"live",11
19384491,2019-02-01,"automated",7
19384491,2019-02-01,"live",18
89530428,2019-01-17,"automated",15
89530428,2019-01-17,"live",8
11812678,2019-02-04,"automated",33
11812678,2019-02-04,"live",21
39348860,2019-01-31,"automated",23
39348860,2019-01-31,"live",21
50896947,2019-01-18,"automated",42
50896947,2019-01-18,"live",17
90471182,2019-02-01,"automated",54
90471182,2019-02-01,"live",11
85991892,2019-02-06,"automated",9
85991892,2019-02-06,"live",7
61011084,2019-02-05,"automated",14
61011084,2019-02-05,"live",7
63099932,2019-01-14,"automated",15
63099932,2019-01-14,"live",14
94820178,2019-01-22,"automated",23
94820178,2019-01-22,"live",3
72289713,2019-01-24,"automated",37
72289713,2019-01-24,"live",10
91368473,2019-02-05,"automated",19
91368473,2019-02-05,"live",20
96836487,2019-02-07,"automated",22
96836487,2019-02-07,"live",4
73620024,2019-01-31,"automated",21
73620024,2019-01-31,"live",4
19458496,2019-01-22,"automated",54
19458496,2019-01-22,"live",12
87408669,2019-02-01,"automated",22
87408669,2019-02-01,"live",23
86976549,2019-01-30,"automated",30
86976549,2019-01-30,"live",37
77075816,2019-01-22,"automated",15
25855337,2019-02-01,"automated",36
98244072,2019-01-29,"automated",19
98244072,2019-01-29,"live",5
11951489,2019-01-22,"automated",26
11951489,2019-01-22,"live",7
22911777,2019-01-31,"automated",15
22911777,2019-01-31,"live",2
73748598,2019-01-28,"automated",38
44137095,2019-01-18,"automated",54
44137095,2019-01-18,"live",11
95390064,2019-02-01,"automated",33
95390064,2019-02-01,"live",1
47815540,2019-01-22,"automated",11
47815540,2019-01-22,"live",14
48775007,2019-02-04,"automated",54
48775007,2019-02-04,"live",48
63400658,2019-01-28,"automated",31
63400658,2019-01-28,"live",8
59023660,2019-01-15,"automated",23
59023660,2019-01-15,"live",8
34882556,2019-01-31,"automated",7
34882556,2019-01-31,"live",26
90472230,2019-01-14,"automated",47
90472230,2019-01-14,"live",10
13172108,2019-01-25,"live",8
13172108,2019-01-25,"automated",8
46544671,2019-02-06,"automated",29
46544671,2019-02-06,"live",8
69668935,2019-01-25,"automated",32
69668935,2019-01-25,"live",14
35396976,2019-02-07,"automated",20
35396976,2019-02-07,"live",39
26731803,2019-01-29,"automated",30
26731803,2019-01-29,"live",10
26427573,2019-01-22,"automated",28
26427573,2019-01-22,"live",13
96162369,2019-02-04,"automated",15
96162369,2019-02-04,"live",13
59495361,2019-01-14,"automated",48
